Unit,Units_Use,Units_Mult,Costs_Unit_inv,GWP_Unit_constr,lifetime
OIL_Boiler_Building11,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building12,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building13,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building14,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building2,1.0,100,277.1744778874411,12.7216,20.0
OIL_Boiler_Building3,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building4,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building5,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building6,1.0,100,277.1744778874411,12.7216,20.0
OIL_Boiler_Building7,1.0,100,277.1744778874411,12.7216,20.0
OIL_Boiler_Building8,0.0,0.0,277.1744778874411,12.7216,20.0
OIL_Boiler_Building9,1.0,100,277.1744778874411,12.7216,20.0
PV_Building1,0.0,0.0,3215.375612155268,557.280964,25.0
PV_Building10,0.0,0.0,2483.9412633767947,412.450884,25.0
PV_Building11,0.0,0.0,3374.3830792810227,588.765764,25.0
PV_Building12,1.0,30,10847.73403419151,2068.551364,25.0
PV_Building13,0.0,0.0,7826.592158802164,1470.340164,25.0
PV_Building14,1.0,16.0,4566.939082724186,824.901764,25.0
PV_Building2,0.0,0.0,3469.787559556476,607.656644,25.0
PV_Building3,0.0,0.0,2992.7651581792106,513.202244,25.0
PV_Building4,0.0,0.0,4662.343562999638,843.792644,25.0
PV_Building5,0.0,0.0,1752.5069145983216,267.620804,25.0
PV_Building6,0.0,0.0,3946.809960933741,702.111044,25.0
PV_Building7,0.0,0.0,3422.0853194187494,598.211204,25.0
PV_Building8,0.0,0.0,5012.1599906762995,913.059204,25.0
PV_Building9,0.0,0.0,4566.939082724186,824.901764,25.0
ThermalSolar_Building1,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building10,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building11,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building12,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building13,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building14,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building2,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building3,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building4,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building5,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building6,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building7,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building8,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building9,0.0,0.0,0.0,0.0,20.0
WOOD_Stove_Building1,1.0,100,896.7898629513298,12.74096543077,20.0
WOOD_Stove_Building10,1.0,100.0,898.7484611866798,12.860241336,20.0
WOOD_Stove_Building11,1.0,100.0,958.2892078378908,16.48618989779,20.0
WOOD_Stove_Building12,1.0,100.0,896.4718683113819,12.7216,20.0
