Unit,Units_Use,Units_Mult,Costs_Unit_inv,GWP_Unit_constr,lifetime
Battery_Building36,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building37,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building38,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building39,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building4,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building40,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building41,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building42,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building43,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building44,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building45,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building46,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building47,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building48,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building49,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building5,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building50,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building6,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building7,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building8,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_Building9,1.0,0.1,58.34350909152704,1.02781,10.0
Battery_district,1.0,100,0.0,0.0,10.0
ElectricalHeater_DHW_Building1,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building10,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building11,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building12,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building13,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building14,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building15,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building16,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building17,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building18,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building19,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building2,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building20,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building21,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building22,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building23,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building24,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building25,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building26,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building27,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building28,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building29,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building3,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building30,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building31,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building32,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building33,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building34,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building35,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building36,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building37,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building38,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building39,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building4,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building40,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building41,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building42,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building43,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building44,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building45,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building46,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building47,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building48,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building49,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building5,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building50,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building6,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building7,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building8,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_DHW_Building9,1.0,0.1000335175,74.81985459097281,0.10405068711,20.0
ElectricalHeater_SH_Building1,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building10,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building11,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building12,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building13,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building14,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building15,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building16,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building17,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building18,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building19,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building2,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building20,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building21,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building22,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building23,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building24,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building25,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building26,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building27,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building28,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building29,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building3,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building30,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building31,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building32,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building33,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building34,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building35,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building36,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building37,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building38,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building39,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building4,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building40,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building41,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building42,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building43,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building44,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building45,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building46,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building47,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building48,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building49,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building5,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building50,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building6,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building7,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building8,1.0,0.09999999998,82.21297617522548,0.10405,20.0
ElectricalHeater_SH_Building9,1.0,0.09999999998,82.21297617522548,0.10405,20.0
HeatPump_Air_Building1,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building10,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building11,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building12,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building13,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building14,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building15,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building16,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building17,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building18,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building19,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building2,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building20,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building21,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building22,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building23,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building24,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building25,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building26,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building27,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building28,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building29,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building3,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building30,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building31,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building32,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building33,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building34,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building35,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building36,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building37,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building38,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building39,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building4,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building40,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building41,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building42,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building43,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building44,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building45,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building46,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building47,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building48,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building49,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building5,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building50,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building6,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building7,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building8,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
HeatPump_Air_Building9,1.0,0.46819446539,1254.3586060524221,3.23171729738,20.0
PV_Building1,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building10,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building11,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building12,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building13,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building14,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building15,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building16,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building17,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building18,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building19,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building2,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building20,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building21,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building22,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building23,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building24,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building25,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building26,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building27,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building28,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building29,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building3,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building30,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building31,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building32,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building33,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building34,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building35,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building36,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building37,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building38,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building39,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building4,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building40,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building41,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building42,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building43,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building44,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building45,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building46,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building47,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building48,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building49,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building5,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building50,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building6,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building7,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building8,1.0,3.7,1513.9957139096891,220.393604,25.0
PV_Building9,1.0,3.7,1513.9957139096891,220.393604,25.0
ThermalSolar_Building1,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building10,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building11,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building12,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building13,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building14,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building15,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building16,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building17,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building18,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building19,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building2,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building20,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building21,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building22,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building23,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building24,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building25,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building26,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building27,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building28,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building29,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building3,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building30,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building31,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building32,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building33,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building34,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building35,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building36,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building37,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building38,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building39,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building4,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building40,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building41,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building42,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building43,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building44,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building45,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building46,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building47,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building48,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building49,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building5,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building50,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building6,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building7,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building8,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building9,0.0,0.0,0.0,0.0,20.0
WaterTankDHW_Building1,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building10,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building11,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building12,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building13,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building14,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building15,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building16,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building17,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
WaterTankDHW_Building18,1.0,0.05204819277,62.892949984587965,3.13330620482,20.0
