Unit,Units_Use,Units_Mult,Costs_Unit_inv,GWP_Unit_constr,lifetime
ThermalSolar_Building49,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building5,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building50,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building6,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building7,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building8,0.0,0.0,0.0,0.0,20.0
ThermalSolar_Building9,0.0,0.0,0.0,0.0,20.0
WaterTankDHW_Building1,1.0,3,76.6659970010065,4.45625560241,20.0
WaterTankDHW_Building10,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building11,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building12,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building13,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building14,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building15,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building16,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building17,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building18,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building19,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building2,1.0,3,59.26846392763609,2.78516162651,20.0
WaterTankDHW_Building20,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building21,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building22,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building23,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building24,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building25,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building26,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building27,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building28,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building29,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building3,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building30,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building31,1.0,3,73.76640815544476,4.17773993976,20.0
WaterTankDHW_Building32,1.0,3,56.36887508207436,2.50664596386,20.0
WaterTankDHW_Building33,1.0,3,73.76640815544476,4.17773993976,20.0
